Data_Structures.DS_Lists.ds_list_shuffle	ds_list_shuffle	function	ds_list_shuffle(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_shuffle.htm
Data_Structures.DS_Lists.ds_list_size	ds_list_size	function	ds_list_size(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_size.htm
Data_Structures.DS_Lists.ds_list_sort	ds_list_sort	function	ds_list_sort(id, ascend);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_sort.htm
Data_Structures.DS_Lists.ds_list_write	ds_list_write	function	ds_list_write(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Lists/ds_list_write.htm
Data_Structures.DS_Maps.ds_map_add	ds_map_add	function	ds_map_add(map, 5, undefined); ds_map_add(map, "level", 1); ds_map_add(map, 89.6, "hello world"); ds_map_add(map, 5, buffer_get_address(buff)); // This will return false and fail, as the key 5 already exists in the map	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_add.htm
Data_Structures.DS_Maps.ds_map_add_list	ds_map_add_list	function	ds_map_add_list(id, key, value)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_add_list.htm
Data_Structures.DS_Maps.ds_map_add_map	ds_map_add_map	function	ds_map_add_map(id, key, value)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_add_map.htm
Data_Structures.DS_Maps.ds_map_clear	ds_map_clear	function	ds_map_clear(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_clear.htm
Data_Structures.DS_Maps.ds_map_copy	ds_map_copy	function	ds_map_copy(id, source);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_copy.htm
Data_Structures.DS_Maps.ds_map_create	ds_map_create	function	ds_map_create();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_create.htm
Data_Structures.DS_Maps.ds_map_delete	ds_map_delete	function	ds_map_delete(id, key);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_delete.htm
Data_Structures.DS_Maps.ds_map_destroy	ds_map_destroy	function	ds_map_destroy(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_destroy.htm
Data_Structures.DS_Maps.ds_map_empty	ds_map_empty	function	ds_map_empty(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_empty.htm
Data_Structures.DS_Maps.ds_map_exists	ds_map_exists	function	ds_map_exists(id, key);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_exists.htm
Data_Structures.DS_Maps.ds_map_find_first	ds_map_find_first	function	ds_map_find_first(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_find_first.htm
Data_Structures.DS_Maps.ds_map_find_last	ds_map_find_last	function	ds_map_find_last(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_find_last.htm
Data_Structures.DS_Maps.ds_map_find_next	ds_map_find_next	function	ds_map_find_next(id, key);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_find_next.htm
Data_Structures.DS_Maps.ds_map_find_previous	ds_map_find_previous	function	ds_map_find_previous(id, key);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_find_previous.htm
Data_Structures.DS_Maps.ds_map_find_value	ds_map_find_value	function	ds_map_find_value(id, key)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_find_value.htm
Data_Structures.DS_Maps.ds_map_is_list	ds_map_is_list	function	ds_map_is_list(id, key)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_is_list.htm
Data_Structures.DS_Maps.ds_map_is_map	ds_map_is_map	function	ds_map_is_map(id, key)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_is_map.htm
Data_Structures.DS_Maps.ds_map_keys_to_array	ds_map_keys_to_array	function	ds_map_keys_to_array(id, [array])	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_keys_to_array.htm
Data_Structures.DS_Maps.ds_map_read	ds_map_read	function	ds_map_read(id, str, [legacy]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_read.htm
Data_Structures.DS_Maps.ds_map_replace	ds_map_replace	function	ds_map_replace( id, key, val );	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_replace.htm
Data_Structures.DS_Maps.ds_map_replace_list	ds_map_replace_list	function	ds_map_replace_list(id, key, value)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_replace_list.htm
Data_Structures.DS_Maps.ds_map_replace_map	ds_map_replace_map	function	ds_map_replace_map(id, key, value)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_replace_map.htm
Data_Structures.DS_Maps.ds_map_secure_load	ds_map_secure_load	function	ds_map_secure_load(filename);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_secure_load.htm
Data_Structures.DS_Maps.ds_map_secure_load_buffer	ds_map_secure_load_buffer	function	ds_map_secure_load_buffer(buffer);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_secure_load_buffer.htm
Data_Structures.DS_Maps.ds_map_secure_save	ds_map_secure_save	function	ds_map_secure_save(map, filename);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_secure_save.htm
Data_Structures.DS_Maps.ds_map_secure_save_buffer	ds_map_secure_save_buffer	function	ds_map_secure_save_buffer(filename);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_secure_save_buffer.htm
Data_Structures.DS_Maps.ds_map_set	ds_map_set	function	ds_map_set(id, key, value)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_set.htm
Data_Structures.DS_Maps.ds_map_size	ds_map_size	function	ds_map_size(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_size.htm
Data_Structures.DS_Maps.ds_map_values_to_array	ds_map_values_to_array	function	ds_map_values_to_array(id, [array])	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_values_to_array.htm
Data_Structures.DS_Maps.ds_map_write	ds_map_write	function	ds_map_write(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Maps/ds_map_write.htm
Data_Structures.DS_Priority_Queues.ds_priority_add	ds_priority_add	function	ds_priority_add(id, val, priority);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_add.htm
Data_Structures.DS_Priority_Queues.ds_priority_change_priority	ds_priority_change_priority	function	ds_priority_change_priority(id, val, priority);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_change_priority.htm
Data_Structures.DS_Priority_Queues.ds_priority_clear	ds_priority_clear	function	ds_priority_clear(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_clear.htm
Data_Structures.DS_Priority_Queues.ds_priority_copy	ds_priority_copy	function	ds_priority_copy(id, source);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_copy.htm
Data_Structures.DS_Priority_Queues.ds_priority_create	ds_priority_create	function	ds_priority_create();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_create.htm
Data_Structures.DS_Priority_Queues.ds_priority_delete_max	ds_priority_delete_max	function	ds_priority_delete_max(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_delete_max.htm
Data_Structures.DS_Priority_Queues.ds_priority_delete_min	ds_priority_delete_min	function	ds_priority_delete_min(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_delete_min.htm
Data_Structures.DS_Priority_Queues.ds_priority_delete_value	ds_priority_delete_value	function	ds_priority_delete_value(id,val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_delete_value.htm
Data_Structures.DS_Priority_Queues.ds_priority_destroy	ds_priority_destroy	function	ds_priority_destroy(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_destroy.htm
Data_Structures.DS_Priority_Queues.ds_priority_empty	ds_priority_empty	function	ds_priority_empty(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_empty.htm
Data_Structures.DS_Priority_Queues.ds_priority_find_max	ds_priority_find_max	function	ds_priority_find_max(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_find_max.htm
Data_Structures.DS_Priority_Queues.ds_priority_find_min	ds_priority_find_min	function	ds_priority_find_min(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_find_min.htm
Data_Structures.DS_Priority_Queues.ds_priority_find_priority	ds_priority_find_priority	function	ds_priority_find_priority(id, val);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_find_priority.htm
Data_Structures.DS_Priority_Queues.ds_priority_read	ds_priority_read	function	ds_priority_read(id, str, [legacy]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_read.htm
Data_Structures.DS_Priority_Queues.ds_priority_size	ds_priority_size	function	ds_priority_size(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_size.htm
Data_Structures.DS_Priority_Queues.ds_priority_write	ds_priority_write	function	ds_priority_write(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Priority_Queues/ds_priority_write.htm
Data_Structures.DS_Queues.ds_queue_clear	ds_queue_clear	function	ds_queue_clear(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_clear.htm
Data_Structures.DS_Queues.ds_queue_copy	ds_queue_copy	function	ds_queue_copy(id, source);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_copy.htm
Data_Structures.DS_Queues.ds_queue_create	ds_queue_create	function	ds_queue_create();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_create.htm
Data_Structures.DS_Queues.ds_queue_dequeue	ds_queue_dequeue	function	ds_queue_dequeue(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_dequeue.htm
Data_Structures.DS_Queues.ds_queue_destroy	ds_queue_destroy	function	ds_queue_destroy(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_destroy.htm
Data_Structures.DS_Queues.ds_queue_empty	ds_queue_empty	function	ds_queue_empty(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_empty.htm
Data_Structures.DS_Queues.ds_queue_enqueue	ds_queue_enqueue	function	ds_queue_enqueue(id, val [, val2, ... val15]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_enqueue.htm
Data_Structures.DS_Queues.ds_queue_head	ds_queue_head	function	ds_queue_head(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_head.htm
Data_Structures.DS_Queues.ds_queue_read	ds_queue_read	function	ds_queue_read(id, str [, legacy]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_read.htm
Data_Structures.DS_Queues.ds_queue_size	ds_queue_size	function	ds_queue_size(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_size.htm
Data_Structures.DS_Queues.ds_queue_tail	ds_queue_tail	function	ds_queue_tail(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_tail.htm
Data_Structures.DS_Queues.ds_queue_write	ds_queue_write	function	ds_queue_write(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Queues/ds_queue_write.htm
Data_Structures.DS_Stacks.ds_stack_clear	ds_stack_clear	function	ds_stack_clear(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_clear.htm
Data_Structures.DS_Stacks.ds_stack_copy	ds_stack_copy	function	ds_stack_copy(id, source);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_copy.htm
Data_Structures.DS_Stacks.ds_stack_create	ds_stack_create	function	ds_stack_create();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_create.htm
Data_Structures.DS_Stacks.ds_stack_destroy	ds_stack_destroy	function	ds_stack_destroy(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_destroy.htm
Data_Structures.DS_Stacks.ds_stack_empty	ds_stack_empty	function	ds_stack_empty(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_empty.htm
Data_Structures.DS_Stacks.ds_stack_pop	ds_stack_pop	function	ds_stack_pop(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_pop.htm
Data_Structures.DS_Stacks.ds_stack_push	ds_stack_push	function	ds_stack_push(id, val [, val2, ...]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_push.htm
Data_Structures.DS_Stacks.ds_stack_read	ds_stack_read	function	ds_stack_read(id, str [, legacy]);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_read.htm
Data_Structures.DS_Stacks.ds_stack_size	ds_stack_size	function	ds_stack_size(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_size.htm
Data_Structures.DS_Stacks.ds_stack_top	ds_stack_top	function	ds_stack_top(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_top.htm
Data_Structures.DS_Stacks.ds_stack_write	ds_stack_write	function	ds_stack_write(id);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/DS_Stacks/ds_stack_write.htm
Data_Structures.ds_exists	ds_exists	function	ds_exists(ind, type)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/ds_exists.htm
Data_Structures.ds_set_precision	ds_set_precision	function	ds_set_precision(prec);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/ds_set_precision.htm
Data_Structures.ds_type_grid	ds_type_grid	constant	ds_type_grid	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/ds_exists.htm
Data_Structures.ds_type_list	ds_type_list	constant	ds_type_list	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/ds_exists.htm
Data_Structures.ds_type_map	ds_type_map	constant	ds_type_map	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/ds_exists.htm
Data_Structures.ds_type_priority	ds_type_priority	constant	ds_type_priority	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Data_Structures/ds_exists.htm
